MainType,Diameter,InstallDate,Material
Distribution,10,4/30/2010 10:39,Copper
Distribution,12,4/17/2016 12:05,Cast Iron
Distribution,12,12/20/2021 12:23,Galvanized Iron
Distribution,8,6/25/2015 7:01,Copper
Distribution,6,5/17/1991 12:42,Ductile Iron
Distribution,6,11/20/2019 15:45,Ductile Iron
Distribution,6,11/18/2013 4:18,Copper
Distribution,12,3/10/2015 23:06,Ductile Iron
Distribution,10,4/11/2017 23:15,Ductile Iron
Distribution,12,4/10/2020 6:46,Copper
Distribution,8,8/6/2021 16:45,Copper
Transmission,32,11/1/2004 12:38,Copper
Distribution,8,10/1/2015 2:00,Ductile Iron
Distribution,8,11/22/2021 3:01,Galvanized Iron
Distribution,12,9/14/2017 3:28,Cast Iron
Distribution,12,3/18/2017 21:03,Cast Iron
Distribution,12,12/12/1992 18:28,Ductile Iron
Distribution,8,2/17/2014 19:35,Ductile Iron
Distribution,6,4/14/2021 4:18,Galvanized Iron
Distribution,14,3/12/2007 18:53,Copper
Distribution,6,7/3/2020 15:10,Galvanized Iron
Distribution,14,6/3/2001 2:39,Galvanized Iron
Distribution,10,1/16/2011 14:21,Galvanized Iron
Distribution,14,6/21/1996 23:56,Ductile Iron
Distribution,6,4/13/2009 17:53,Copper
Distribution,14,3/30/2010 11:02,Ductile Iron
Distribution,8,8/1/2013 22:25,Galvanized Iron
Distribution,8,11/26/2003 18:49,Copper
Distribution,12,9/8/2014 5:24,Cast Iron
Distribution,10,6/6/2021 1:14,Ductile Iron
Distribution,12,7/10/2010 8:37,Ductile Iron
Distribution,12,3/23/2020 22:27,Cast Iron
Distribution,14,8/30/2014 2:42,Ductile Iron
Distribution,14,8/20/2010 19:53,Copper
Distribution,6,9/6/2020 12:25,Ductile Iron
Distribution,10,9/8/2018 13:28,Cast Iron
Distribution,10,2/14/2021 23:26,Copper
Distribution,6,7/11/2007 19:39,Ductile Iron
Distribution,12,4/6/2013 22:13,Ductile Iron
Distribution,6,5/27/2020 2:25,Copper
Distribution,14,12/16/2016 20:54,Cast Iron
Distribution,6,11/21/1997 9:43,Ductile Iron
Distribution,8,5/25/2019 21:26,Galvanized Iron
Distribution,14,8/18/2019 11:41,Copper
Distribution,10,8/13/2019 4:06,Ductile Iron
Distribution,8,7/10/2015 9:46,Copper
Distribution,12,10/3/2012 18:01,Ductile Iron
Distribution,10,2/4/2008 11:11,Cast Iron
Distribution,10,7/25/2008 7:30,Copper
Distribution,14,12/29/2021 10:08,Galvanized Iron
Distribution,8,10/25/2004 22:09,Galvanized Iron
Distribution,10,11/22/2021 8:11,Cast Iron
Distribution,8,4/11/2020 19:40,Copper
Distribution,8,7/24/1994 14:46,Cast Iron
Distribution,10,2/8/2018 16:13,Galvanized Iron
Distribution,6,12/26/2020 6:45,Cast Iron
Distribution,12,6/11/2020 20:42,Ductile Iron
Distribution,10,3/2/2015 20:22,Copper
Transmission,24,2/22/2019 21:37,Cast Iron
Transmission,36,12/23/2017 23:23,Cast Iron
Distribution,10,10/19/2014 13:46,Galvanized Iron
Distribution,12,4/16/2012 6:36,Cast Iron
Transmission,32,1/4/2015 14:50,Cast Iron
Distribution,8,11/24/1997 12:39,Copper
Distribution,6,9/24/2009 7:56,Cast Iron
Transmission,36,1/3/2021 6:25,Copper
Transmission,24,11/16/2012 23:06,Galvanized Iron
Distribution,12,2/8/2014 19:54,Ductile Iron
Transmission,36,11/3/2017 12:01,Galvanized Iron
Distribution,10,10/20/2021 0:50,Galvanized Iron
Transmission,32,6/12/2019 4:39,Galvanized Iron
Transmission,36,12/20/2018 23:43,Cast Iron
Transmission,32,6/17/2014 14:07,Copper
Distribution,12,10/10/2007 23:54,Galvanized Iron
Distribution,6,5/6/2018 7:15,Cast Iron
Distribution,6,1/1/1980 13:30,Copper
Distribution,12,11/8/2003 11:22,Cast Iron
Distribution,12,7/26/2007 4:07,Galvanized Iron
Distribution,8,11/1/2019 14:01,Copper
Transmission,24,6/3/2018 19:37,Copper
Distribution,12,9/24/1991 9:39,Galvanized Iron
Distribution,10,9/30/2012 12:50,Copper
Distribution,12,9/29/2005 18:25,Ductile Iron
Distribution,14,5/17/2007 23:50,Cast Iron
Transmission,28,10/28/2020 14:39,Galvanized Iron
Transmission,36,6/21/2012 22:48,Copper
Transmission,36,5/28/2020 4:44,Galvanized Iron
Transmission,24,5/23/2014 14:35,Ductile Iron
Transmission,24,2/18/2013 3:32,Cast Iron
Transmission,24,6/1/2003 19:32,Cast Iron
Distribution,6,10/22/2010 0:45,Ductile Iron
Transmission,32,10/25/2015 12:41,Ductile Iron
Transmission,32,7/3/2007 17:45,Galvanized Iron
Transmission,28,9/16/2021 11:43,Galvanized Iron
Transmission,28,7/23/2014 6:43,Copper
Transmission,36,1/8/2008 0:53,Ductile Iron
Transmission,28,8/26/1991 4:38,Galvanized Iron
Distribution,14,4/7/2019 13:27,Galvanized Iron
Transmission,32,3/9/2009 22:33,Copper
Transmission,28,3/6/2000 10:51,Ductile Iron
Distribution,10,5/2/2004 12:54,Ductile Iron
Distribution,12,2/10/2006 22:14,Ductile Iron
Distribution,10,6/22/2021 0:39,Copper
Distribution,10,8/16/2014 8:49,Ductile Iron
Distribution,6,6/22/2017 1:01,Ductile Iron
Distribution,8,8/29/2015 4:41,Galvanized Iron
Transmission,32,10/11/2017 9:44,Ductile Iron
Distribution,12,11/8/2017 12:00,Copper
Transmission,32,8/19/2010 23:50,Cast Iron
Transmission,32,3/17/2015 12:18,Ductile Iron
Distribution,10,5/4/2016 2:20,Cast Iron
Transmission,28,6/11/2016 8:47,Copper
Distribution,8,8/7/2006 5:21,Ductile Iron
Distribution,8,5/15/2009 3:19,Cast Iron
Distribution,10,11/10/2014 18:45,Ductile Iron
Distribution,10,1/17/2021 20:38,Cast Iron
Transmission,32,12/9/2016 3:58,Cast Iron
Distribution,12,9/3/2019 3:20,Copper
Distribution,6,8/15/2009 11:36,Galvanized Iron
Distribution,6,10/3/2021 16:33,Cast Iron
Distribution,12,10/17/2014 13:02,Cast Iron
Distribution,8,7/30/2011 9:17,Ductile Iron
Distribution,10,12/12/2010 19:46,Ductile Iron
Distribution,14,7/3/2020 13:00,Galvanized Iron
Distribution,8,1/27/2018 16:35,Galvanized Iron
Distribution,14,2/28/2018 8:26,Galvanized Iron
Distribution,12,8/23/2020 21:00,Galvanized Iron
Distribution,8,11/2/2019 17:10,Galvanized Iron
Distribution,10,2/26/2017 20:43,Cast Iron
Distribution,14,10/29/2021 10:56,Galvanized Iron
Distribution,14,12/27/2016 18:58,Galvanized Iron
Distribution,12,7/22/2007 8:48,Ductile Iron
Distribution,8,11/15/2016 20:11,Copper
Distribution,12,9/3/2021 0:42,Cast Iron
Distribution,12,7/7/2018 7:05,Galvanized Iron
Distribution,6,1/16/2005 2:09,Cast Iron
Distribution,12,8/2/2013 16:38,Ductile Iron
Distribution,8,11/26/2016 8:33,Galvanized Iron
Distribution,10,7/19/2007 13:03,Galvanized Iron
Distribution,10,11/24/2021 10:54,Copper
Distribution,6,11/20/2018 11:10,Cast Iron
Distribution,6,10/31/2012 13:50,Copper
Transmission,28,7/29/2005 12:21,Ductile Iron
Distribution,10,5/7/2015 1:52,Ductile Iron
Distribution,8,1/5/2016 1:12,Galvanized Iron
Distribution,6,1/1/1980 13:30,Cast Iron
Distribution,6,10/20/2020 18:00,Copper
Distribution,12,3/17/2005 22:35,Ductile Iron
Distribution,14,12/28/2014 15:40,Copper
Distribution,12,3/26/2021 8:43,Ductile Iron
Distribution,8,11/26/2020 19:43,Copper
Distribution,6,12/5/1994 0:09,Galvanized Iron
Distribution,14,9/8/2016 4:16,Copper
Distribution,8,7/31/2021 7:11,Galvanized Iron
Distribution,14,8/11/2003 17:24,Ductile Iron
Distribution,12,3/24/2017 15:47,Ductile Iron
Distribution,10,8/16/2011 17:16,Galvanized Iron
Distribution,10,2/28/2007 12:19,Ductile Iron
Distribution,14,1/20/2008 15:12,Cast Iron
Transmission,36,3/19/2012 4:19,Ductile Iron
Distribution,8,1/11/2014 2:10,Ductile Iron
Distribution,12,11/17/2016 7:59,Ductile Iron
Distribution,8,9/29/1994 15:36,Galvanized Iron
Distribution,12,7/16/2004 21:05,Cast Iron
Distribution,6,7/21/2015 11:56,Ductile Iron
Distribution,6,2/2/2021 17:38,Galvanized Iron
Distribution,6,5/13/2018 13:28,Galvanized Iron
Distribution,10,1/13/2021 3:27,Cast Iron
Distribution,14,7/31/1993 11:38,Ductile Iron
Transmission,28,11/22/2016 23:36,Ductile Iron
Transmission,24,5/24/2005 20:00,Cast Iron
Transmission,36,3/3/2007 20:45,Ductile Iron
Distribution,6,12/1/2009 12:17,Copper
Distribution,14,9/12/2021 6:02,Ductile Iron
Distribution,12,5/13/2014 1:52,Ductile Iron
Distribution,10,10/16/2018 11:59,Ductile Iron
Distribution,8,10/3/2009 19:12,Cast Iron
Distribution,14,4/24/1995 14:47,Cast Iron
Distribution,10,12/26/2006 0:23,Copper
Distribution,14,10/27/2019 7:01,Copper
Transmission,24,5/14/2018 1:12,Copper
Distribution,6,3/19/2017 9:22,Cast Iron
Distribution,8,9/17/1998 19:54,Copper
Distribution,8,8/17/2019 0:00,Galvanized Iron
Distribution,6,5/31/2018 1:21,Cast Iron
Distribution,12,11/4/2005 18:46,Ductile Iron
Distribution,10,6/13/2012 16:35,Galvanized Iron
Distribution,12,9/29/2014 2:30,Cast Iron
Distribution,8,9/24/2017 22:14,Ductile Iron
Distribution,10,3/8/2012 5:52,Copper
Distribution,14,9/1/2009 13:10,Cast Iron
Distribution,14,11/19/2019 14:28,Cast Iron
Distribution,14,2/12/2017 19:59,Cast Iron
Distribution,14,10/17/2021 1:22,Cast Iron
Distribution,12,5/17/2003 12:02,Copper
Distribution,12,2/13/2019 13:22,Copper
Distribution,10,11/28/2021 0:20,Copper
Distribution,14,4/28/2021 6:24,Cast Iron
Distribution,8,9/19/2016 1:09,Cast Iron
Distribution,10,7/17/2019 13:45,Ductile Iron
Distribution,12,11/27/2019 19:29,Copper
Distribution,14,11/23/2018 12:27,Cast Iron
Distribution,8,9/27/2014 11:24,Copper
Distribution,14,8/10/2019 1:45,Galvanized Iron
Distribution,6,8/3/2019 22:27,Cast Iron
Distribution,10,8/22/2013 17:55,Galvanized Iron
Distribution,12,8/19/2007 11:19,Ductile Iron
Distribution,6,6/24/2013 5:17,Ductile Iron
Distribution,8,9/28/2003 20:29,Ductile Iron
Distribution,10,5/6/2020 11:38,Copper
Distribution,12,1/11/2013 21:23,Galvanized Iron
Distribution,12,11/25/1990 4:40,Ductile Iron
Distribution,12,4/26/2021 16:37,Copper
Distribution,8,12/26/2016 0:06,Ductile Iron
Distribution,6,10/4/2014 17:11,Cast Iron
Distribution,6,5/6/2012 1:21,Galvanized Iron
Distribution,14,4/21/2015 21:26,Galvanized Iron
Distribution,6,2/11/2021 19:04,Galvanized Iron
Distribution,12,5/10/2013 21:02,Ductile Iron
Distribution,12,3/5/2015 16:20,Cast Iron
Distribution,14,6/18/2015 10:51,Cast Iron
Distribution,6,12/19/2020 10:24,Copper
Distribution,14,11/10/2000 4:41,Galvanized Iron
Distribution,12,9/11/2020 18:56,Cast Iron
Distribution,8,1/17/2005 11:57,Cast Iron
Distribution,12,2/14/2010 11:13,Galvanized Iron
Distribution,14,12/30/2021 1:21,Copper
Distribution,8,9/29/2012 10:54,Ductile Iron
Distribution,12,8/10/2019 7:09,Cast Iron
Distribution,14,5/28/2013 19:06,Ductile Iron
Distribution,8,9/22/2020 21:01,Copper
Distribution,12,5/5/2016 17:06,Galvanized Iron
Distribution,6,8/22/2014 20:41,Galvanized Iron
Distribution,8,8/27/1997 14:17,Galvanized Iron
Distribution,12,12/21/2015 19:32,Galvanized Iron
Distribution,8,8/30/2019 8:01,Galvanized Iron
Distribution,8,2/25/2009 12:29,Ductile Iron
Distribution,12,7/6/2015 23:04,Ductile Iron
Distribution,14,4/2/2019 10:22,Cast Iron
Distribution,10,11/5/2019 6:42,Galvanized Iron
Distribution,10,8/31/2004 16:56,Copper
Distribution,12,2/7/2020 12:50,Ductile Iron
Distribution,10,1/15/2016 5:47,Ductile Iron
Distribution,8,1/17/2017 6:51,Copper
Distribution,14,9/10/2016 10:38,Ductile Iron
Distribution,10,10/1/2019 4:28,Ductile Iron
Distribution,12,8/29/2011 15:01,Copper
Distribution,8,2/13/2018 0:58,Cast Iron
Distribution,6,11/21/2018 10:34,Galvanized Iron
Distribution,14,1/9/2020 13:32,Cast Iron
Distribution,6,12/10/2017 17:20,Galvanized Iron
Distribution,12,11/23/2020 22:53,Copper
Distribution,14,6/23/2018 0:21,Ductile Iron
Distribution,14,8/20/2019 6:22,Ductile Iron
Distribution,12,9/27/1996 10:58,Cast Iron
Distribution,8,6/24/2019 4:23,Ductile Iron
Distribution,6,6/30/2019 2:04,Ductile Iron
Distribution,6,8/8/2019 0:31,Ductile Iron
Distribution,6,11/21/2021 14:22,Cast Iron
Distribution,14,8/31/2010 1:33,Copper
Distribution,12,3/18/2017 3:53,Copper
Distribution,14,2/20/2020 4:22,Cast Iron
Distribution,6,12/4/2012 3:37,Galvanized Iron
Distribution,12,1/24/2017 22:03,Galvanized Iron
Distribution,12,3/19/2020 11:18,Galvanized Iron
Distribution,14,7/19/2020 10:29,Cast Iron
Distribution,14,6/19/2011 15:39,Cast Iron
Distribution,12,1/22/2019 2:42,Ductile Iron
Distribution,14,12/30/2005 12:21,Cast Iron
Distribution,6,10/24/2020 0:40,Cast Iron
Distribution,10,5/2/2021 19:41,Galvanized Iron
Distribution,10,3/12/2015 23:05,Copper
Distribution,14,11/15/2021 4:49,Copper
Distribution,10,11/19/2020 5:17,Galvanized Iron
Distribution,14,3/28/2020 10:11,Cast Iron
Distribution,10,2/13/2019 3:13,Galvanized Iron
Distribution,6,3/26/2000 10:27,Ductile Iron
Distribution,8,7/4/2017 17:26,Galvanized Iron
Distribution,12,5/27/2017 15:06,Copper
Distribution,10,12/17/2017 0:32,Galvanized Iron
Distribution,8,12/12/2017 2:44,Copper
Distribution,6,10/8/2019 3:51,Copper
Distribution,14,6/22/2020 6:22,Cast Iron
Distribution,8,9/9/2019 9:54,Cast Iron
Distribution,8,5/6/2009 20:15,Galvanized Iron
Distribution,12,6/15/2005 19:06,Galvanized Iron
Distribution,10,1/24/2010 3:03,Cast Iron
Distribution,8,12/27/2016 7:45,Copper
Distribution,8,1/2/2021 19:30,Galvanized Iron
Distribution,6,7/31/2021 9:27,Ductile Iron
Distribution,14,11/25/2014 9:47,Ductile Iron
Distribution,14,5/20/2017 2:45,Cast Iron
Distribution,10,7/16/2002 7:21,Galvanized Iron
Distribution,6,5/27/2021 2:53,Ductile Iron
Distribution,6,2/28/2020 20:57,Copper
Distribution,10,5/19/2017 12:10,Copper
Distribution,14,1/3/2016 12:39,Cast Iron
Distribution,6,5/31/2002 13:08,Ductile Iron
Distribution,10,1/2/2018 15:51,Galvanized Iron
Distribution,6,6/24/2018 13:38,Ductile Iron
Distribution,12,6/26/2018 12:05,Ductile Iron
Distribution,14,7/22/2019 20:59,Copper
Distribution,8,3/9/2012 5:51,Ductile Iron
Distribution,8,3/21/2015 23:48,Galvanized Iron
Transmission,32,9/14/2021 8:58,Ductile Iron
Distribution,12,12/7/2021 10:08,Cast Iron
Transmission,36,7/2/2016 16:06,Cast Iron
Distribution,14,7/17/2011 7:07,Copper
Distribution,10,11/20/2014 8:40,Galvanized Iron
Distribution,10,12/8/2021 7:20,Ductile Iron
Distribution,12,11/23/2018 20:38,Galvanized Iron
Distribution,14,1/2/2019 12:30,Galvanized Iron
Distribution,10,2/14/2018 20:26,Galvanized Iron
Distribution,12,10/31/2017 18:16,Ductile Iron
Distribution,6,9/5/2008 2:01,Galvanized Iron
Distribution,6,10/18/2020 0:17,Copper
Distribution,12,10/31/2010 5:44,Ductile Iron
Distribution,10,2/11/2021 7:01,Cast Iron
Distribution,14,12/8/1996 11:40,Copper
Distribution,12,5/12/2008 2:17,Ductile Iron
Distribution,14,4/20/2021 18:56,Copper
Distribution,10,10/14/2018 1:12,Ductile Iron
Distribution,12,9/11/2016 2:41,Galvanized Iron
Distribution,12,8/11/2021 1:49,Copper
Distribution,10,6/2/2005 6:23,Galvanized Iron
Distribution,10,4/7/2019 9:15,Cast Iron
Distribution,12,1/4/2018 10:11,Ductile Iron
Distribution,12,5/15/2016 1:49,Ductile Iron
Distribution,6,6/4/2020 6:02,Ductile Iron
Distribution,8,5/23/2016 13:13,Ductile Iron
Distribution,8,7/8/2012 18:15,Cast Iron
Distribution,10,3/17/2007 8:56,Ductile Iron
Distribution,14,3/15/2014 18:40,Galvanized Iron
Distribution,8,12/20/2020 21:44,Ductile Iron
Distribution,8,6/16/2020 11:38,Ductile Iron
Distribution,14,4/12/2014 8:49,Ductile Iron
Distribution,12,8/20/2011 7:42,Ductile Iron
Distribution,14,2/14/1999 8:59,Ductile Iron
Distribution,8,12/19/2021 16:53,Galvanized Iron
Distribution,12,7/6/2020 3:46,Galvanized Iron
Distribution,6,6/6/2010 3:00,Cast Iron
Distribution,6,4/8/2021 9:41,Ductile Iron
Distribution,6,8/24/2004 1:23,Cast Iron
Distribution,12,9/25/2012 14:18,Galvanized Iron
Distribution,10,3/24/2016 15:15,Ductile Iron
Distribution,8,11/21/2014 16:47,Copper
Distribution,14,7/17/2002 17:02,Copper
Distribution,8,7/26/2021 2:29,Ductile Iron
Distribution,12,9/30/2020 13:17,Copper
Distribution,8,5/29/2021 16:33,Copper
Distribution,12,6/23/2019 18:32,Cast Iron
Distribution,14,3/31/2013 15:30,Cast Iron
Distribution,8,5/19/2012 16:19,Galvanized Iron
Distribution,14,8/21/2012 8:04,Cast Iron
Distribution,8,5/25/2010 0:40,Galvanized Iron
Distribution,12,12/20/2017 0:15,Cast Iron
Distribution,12,2/29/2000 18:37,Cast Iron
Distribution,14,6/22/2016 21:29,Ductile Iron
Distribution,14,3/12/2018 4:22,Ductile Iron
Distribution,10,4/18/2014 12:37,Ductile Iron
Distribution,8,7/18/2020 21:12,Cast Iron
Distribution,8,9/5/2011 4:11,Ductile Iron
Distribution,14,10/14/2003 15:42,Ductile Iron
Distribution,6,1/1/1980 13:30,Ductile Iron
Distribution,8,6/23/2017 9:05,Copper
Distribution,6,1/14/2000 5:26,Galvanized Iron
Distribution,12,7/17/2020 4:57,Ductile Iron
Distribution,6,12/5/2018 1:24,Ductile Iron
Distribution,12,1/12/2016 7:21,Cast Iron
Distribution,14,2/12/2019 11:57,Copper
Distribution,12,5/26/2003 1:20,Galvanized Iron
Distribution,8,2/24/2018 18:02,Galvanized Iron
Distribution,6,6/14/2008 22:27,Galvanized Iron
Distribution,6,4/24/1998 3:25,Ductile Iron
Distribution,12,11/28/2021 5:29,Ductile Iron
Distribution,14,4/10/2021 9:41,Ductile Iron
Distribution,12,1/24/2020 17:50,Cast Iron
Distribution,8,10/12/2016 20:10,Copper
Distribution,8,9/11/2016 15:24,Galvanized Iron
Distribution,6,4/10/2018 0:55,Cast Iron
Distribution,12,9/28/2005 3:03,Cast Iron
Distribution,12,6/25/2021 16:02,Ductile Iron
Distribution,12,12/24/2004 18:49,Cast Iron
Distribution,14,6/24/2021 20:13,Cast Iron
Distribution,6,5/23/1998 15:36,Ductile Iron
Distribution,12,2/9/2016 23:30,Ductile Iron
Distribution,14,10/25/2014 4:07,Galvanized Iron
Distribution,14,3/29/2020 7:15,Cast Iron
Distribution,14,1/26/2006 21:58,Cast Iron
Distribution,14,1/24/2021 5:03,Galvanized Iron
Distribution,12,3/24/2017 14:55,Galvanized Iron
Distribution,6,12/18/2011 6:05,Cast Iron
Distribution,6,11/18/2014 11:26,Ductile Iron
Distribution,8,7/13/2011 19:01,Cast Iron
Distribution,6,1/9/2015 1:12,Ductile Iron
Distribution,12,8/28/2019 3:56,Galvanized Iron
Distribution,10,2/25/2017 16:19,Galvanized Iron
Distribution,6,8/4/2007 5:30,Ductile Iron
Distribution,10,8/31/2013 1:28,Copper
Distribution,8,4/6/2014 13:19,Copper
Distribution,8,5/31/2019 11:50,Copper
Distribution,8,9/20/2010 19:14,Galvanized Iron
Distribution,6,2/22/1997 21:52,Ductile Iron
Distribution,12,9/12/2015 12:30,Cast Iron
Distribution,12,11/18/1994 6:30,Cast Iron
Distribution,8,12/16/2002 15:57,Cast Iron
Distribution,6,5/12/2002 8:08,Galvanized Iron
Distribution,10,1/30/1999 20:36,Galvanized Iron
Distribution,8,6/6/2014 19:02,Galvanized Iron
Distribution,6,1/22/2006 14:44,Galvanized Iron
Distribution,10,8/3/2019 3:08,Ductile Iron
Transmission,36,11/22/2011 12:29,Ductile Iron
Distribution,6,9/14/2017 11:24,Copper
Distribution,14,12/20/1997 14:30,Ductile Iron
Distribution,12,1/21/2021 21:08,Copper
Distribution,14,2/5/2017 5:29,Cast Iron
Transmission,28,7/9/2012 8:50,Galvanized Iron
Distribution,6,2/8/2007 4:29,Galvanized Iron
Transmission,36,3/21/1992 21:41,Copper
Transmission,36,6/9/1988 7:26,Ductile Iron
Distribution,6,6/22/2016 12:08,Cast Iron
Distribution,6,6/4/2000 13:47,Galvanized Iron
Distribution,14,6/22/2019 8:48,Cast Iron
Distribution,12,12/27/2003 17:57,Ductile Iron
Distribution,10,7/3/2021 19:57,Copper
Distribution,14,9/1/2012 12:59,Galvanized Iron
Distribution,6,4/11/2005 1:45,Ductile Iron
Distribution,12,5/20/2012 2:27,Copper
Distribution,6,8/18/2006 17:53,Cast Iron
Distribution,8,9/19/2018 22:12,Galvanized Iron
Distribution,6,1/5/1996 8:19,Cast Iron
Distribution,8,4/4/2009 6:59,Copper
Distribution,12,8/9/2015 5:44,Copper
Distribution,6,7/21/2019 16:46,Ductile Iron
Distribution,6,5/4/2018 3:18,Galvanized Iron
Distribution,14,2/27/2018 9:09,Ductile Iron
Distribution,10,2/12/2005 4:55,Copper
Distribution,8,8/8/2013 0:17,Copper
Distribution,14,1/17/2010 6:23,Ductile Iron
Distribution,8,12/24/2016 23:49,Cast Iron
Distribution,14,3/6/2019 9:40,Galvanized Iron
Distribution,8,3/10/2016 4:34,Cast Iron
Distribution,14,11/17/2021 2:41,Ductile Iron
Distribution,6,8/22/1997 13:18,Ductile Iron
Distribution,10,11/8/2020 12:15,Galvanized Iron
Distribution,8,12/5/1999 12:56,Copper
Distribution,6,1/16/2019 13:56,Ductile Iron
Distribution,10,4/25/2008 5:41,Cast Iron
Distribution,8,10/21/2013 14:06,Galvanized Iron
Distribution,12,9/17/2014 22:30,Galvanized Iron
Distribution,14,12/10/2018 13:22,Copper
Distribution,14,1/26/2020 12:20,Copper
Distribution,10,9/2/2006 17:33,Cast Iron
Distribution,12,5/22/2016 11:32,Copper
Distribution,8,1/8/2016 8:39,Ductile Iron
Distribution,12,3/6/2021 11:31,Cast Iron
Distribution,12,10/31/2006 4:50,Copper
Distribution,8,11/24/2001 18:40,Ductile Iron
Distribution,8,12/6/2015 14:42,Ductile Iron
Distribution,6,6/20/1986 12:42,Ductile Iron
Transmission,36,7/9/2021 7:08,Galvanized Iron
Distribution,6,4/21/2019 9:31,Copper
Distribution,10,11/7/2014 3:43,Copper
Distribution,12,3/27/2016 10:49,Copper
Distribution,14,10/31/2018 1:37,Ductile Iron
Distribution,14,10/9/2012 2:16,Copper
Distribution,6,11/26/2015 18:25,Cast Iron
Distribution,8,4/7/2009 11:28,Cast Iron
Distribution,12,3/27/2019 1:49,Galvanized Iron
Distribution,8,12/19/2014 11:16,Copper
Distribution,10,11/17/2017 12:19,Cast Iron
Distribution,10,2/21/2006 19:57,Ductile Iron
Distribution,14,10/13/1986 5:51,Ductile Iron
Distribution,10,11/10/2017 4:52,Galvanized Iron
Distribution,14,10/31/2021 15:33,Galvanized Iron
Distribution,10,8/20/2021 8:06,Cast Iron
Distribution,14,11/21/2011 13:57,Cast Iron
Distribution,8,8/16/2020 20:45,Galvanized Iron
Distribution,14,8/26/2013 21:35,Galvanized Iron
Distribution,14,10/22/2019 10:32,Galvanized Iron
Distribution,12,3/9/2017 13:57,Ductile Iron
Distribution,8,11/25/2004 13:32,Copper
Distribution,12,9/28/2013 11:56,Galvanized Iron
Distribution,6,10/4/2018 14:12,Galvanized Iron
Distribution,10,9/7/2019 3:53,Cast Iron
Distribution,8,7/23/2015 23:58,Galvanized Iron
Distribution,8,10/20/2015 5:40,Cast Iron
Distribution,8,11/2/2020 19:47,Galvanized Iron
Distribution,8,10/10/2018 14:05,Galvanized Iron
Distribution,12,6/9/2015 22:55,Galvanized Iron
Distribution,10,12/30/2019 2:20,Ductile Iron
Distribution,14,7/14/2014 2:31,Galvanized Iron
Distribution,6,4/6/2011 4:10,Copper
Distribution,8,8/25/2020 15:21,Ductile Iron
Distribution,14,12/5/2014 20:34,Ductile Iron
Distribution,8,12/7/1985 10:56,Ductile Iron
Distribution,12,8/19/2016 3:00,Copper
Distribution,6,11/4/1989 12:24,Copper
Distribution,12,2/26/1998 2:28,Copper
Distribution,6,3/16/2021 15:28,Copper
Distribution,14,6/17/2015 10:03,Copper
Distribution,10,7/25/2009 13:01,Copper
Distribution,12,6/21/2020 16:32,Cast Iron
Distribution,10,7/9/2018 10:45,Cast Iron
Distribution,10,5/13/2018 17:51,Copper
Distribution,8,5/6/2009 12:01,Galvanized Iron
Distribution,6,12/26/2014 9:27,Copper
Distribution,8,8/5/2006 1:22,Copper
Distribution,6,8/5/2020 13:43,Ductile Iron
Distribution,12,7/7/2019 8:16,Cast Iron
Distribution,6,2/14/2021 1:53,Galvanized Iron
Distribution,14,1/20/2021 9:04,Cast Iron
Distribution,14,1/1/1980 13:30,Cast Iron
Distribution,10,1/29/2018 2:20,Copper
Distribution,14,3/23/2016 5:24,Copper
Distribution,8,8/15/1997 22:42,Galvanized Iron
Distribution,8,1/14/2017 12:31,Cast Iron
Distribution,14,2/3/2016 20:41,Cast Iron
Distribution,10,8/30/2021 0:26,Copper
Distribution,14,1/13/2015 0:14,Copper
Distribution,14,10/30/2019 18:42,Ductile Iron
Distribution,14,12/8/2012 3:23,Cast Iron
Distribution,10,7/20/2018 1:10,Copper
Distribution,8,3/20/2014 0:46,Copper
Distribution,12,6/28/2019 4:32,Ductile Iron
Distribution,14,1/9/2020 7:56,Cast Iron
Distribution,14,12/7/2014 10:08,Ductile Iron
Distribution,10,10/24/2014 16:30,Galvanized Iron
Distribution,10,6/19/2015 3:20,Galvanized Iron
Distribution,8,5/10/2020 13:39,Cast Iron
Distribution,10,10/4/2021 14:06,Ductile Iron
Distribution,10,9/23/2019 3:23,Ductile Iron
Distribution,6,3/18/2019 10:10,Ductile Iron
Distribution,6,11/28/2004 9:20,Ductile Iron
Distribution,14,2/4/2009 20:15,Cast Iron
Distribution,6,5/16/2020 6:47,Copper
Distribution,12,1/26/2007 20:55,Cast Iron
Distribution,6,11/14/2020 3:53,Copper
Distribution,14,6/27/2013 3:01,Galvanized Iron
Distribution,6,6/23/2021 10:02,Ductile Iron
Distribution,6,10/28/2019 23:53,Copper
Distribution,6,3/28/2018 23:43,Cast Iron
Distribution,12,10/11/2019 3:40,Copper
Distribution,8,9/17/2018 16:13,Galvanized Iron
Distribution,12,2/3/2010 3:11,Cast Iron
Distribution,14,9/30/2021 10:40,Ductile Iron
Distribution,8,9/30/2020 13:20,Copper
Distribution,8,12/13/2018 4:23,Cast Iron
Distribution,12,8/8/2021 7:29,Copper
Distribution,12,8/15/2015 23:50,Copper
Transmission,32,5/17/2019 14:04,Copper
Distribution,10,9/5/2020 3:05,Galvanized Iron
Distribution,14,12/29/2020 11:46,Ductile Iron
Distribution,8,8/9/2011 14:39,Galvanized Iron
Distribution,14,7/28/2014 19:33,Copper
Distribution,6,12/9/2019 17:48,Ductile Iron
Distribution,6,10/28/2006 23:43,Galvanized Iron
